Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Clear,Cloudy,Cloudy / Windy,Fair,Fair / Windy,Fog,Fog / Windy,Haze,Heavy Rain,Light Drizzle,Light Rain,Light Rain / Windy,Light Thunderstorms and Rain,Mist,Mostly Cloudy,Mostly Cloudy / Windy,Overcast,Partly Cloudy,Partly Cloudy / Windy,Patches of Fog,Rain,Rain / Windy,Scattered Clouds,Shallow Fog,Smoke,Squalls
2020,11,6,11,Mostly Cloudy,76.0,76.0,50.0,13.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,31,10,12,Fair,66.0,66.0,20.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,20,4,19,Mostly Cloudy,59.0,64.9,65.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,17,10,14,Fair,69.0,69.0,49.0,16.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,7,9,Mostly Cloudy,59.0,57.9,75.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,15,1,18,Partly Cloudy,59.0,50.0,71.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,25,8,18,Partly Cloudy,59.0,59.0,83.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,30,4,17,Fair,62.0,62.0,58.0,17.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,8,8,Partly Cloudy,59.0,60.1,78.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,31,1,14,Mostly Cloudy,59.0,61.0,75.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,25,6,7,Mostly Cloudy,59.0,59.0,75.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,17,1,9,Overcast,59.0,55.0,89.0,10.813163514338017,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,29,8,13,Partly Cloudy,59.0,64.0,70.0,26.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,7,10,7,Mostly Cloudy,66.0,66.0,65.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,18,12,12,Partly Cloudy,59.0,55.9,47.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,14,5,12,Cloudy,64.0,64.0,60.0,7.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,4,9,Cloudy,55.0,55.0,77.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,28,8,16,Fair,72.0,72.0,61.0,18.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,11,4,18,Partly Cloudy / Windy,55.0,55.0,67.0,31.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,31,10,5,Fair,53.0,53.0,31.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,2,8,Partly Cloudy,43.1,46.0,47.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,11,5,15,Partly Cloudy,59.0,64.9,70.0,18.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,17,1,8,Mostly Cloudy,42.0,42.0,85.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,6,8,2,Partly Cloudy,59.0,54.0,90.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,17,3,20,Partly Cloudy,59.0,60.1,55.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,21,9,18,Fair,70.0,70.0,63.0,15.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,28,9,17,Partly Cloudy,59.0,64.0,67.0,18.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,11,4,11,Mostly Cloudy,59.0,61.0,70.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,23,7,18,Scattered Clouds,59.0,64.0,67.0,23.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1,9,13,Fair,76.0,76.0,52.0,18.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,20,4,14,Partly Cloudy,59.0,68.0,52.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,30,5,16,Partly Cloudy,59.0,72.0,53.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,15,9,15,Partly Cloudy,59.0,68.0,63.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,22,9,21,Partly Cloudy,64.0,64.0,80.0,18.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,20,7,17,Partly Cloudy,59.0,71.1,68.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,27,5,11,Partly Cloudy,59.0,68.0,52.0,10.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,9,6,8,Light Drizzle,59.0,59.0,75.0,12.7,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8,6,18,Mostly Cloudy,59.0,63.0,70.0,21.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,4,6,22,Fair,63.0,63.0,65.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,31,3,6,Cloudy,53.0,53.0,86.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,21,5,15,Fair,73.0,73.0,46.0,16.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,24,4,16,Fair / Windy,67.0,67.0,51.0,26.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,15,5,18,Partly Cloudy,59.0,60.1,67.0,21.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,30,8,9,Overcast,59.0,64.9,65.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,18,12,17,Mostly Cloudy,56.0,56.0,77.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,25,4,17,Partly Cloudy,59.0,60.1,60.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,29,1,4,Mostly Cloudy,59.0,46.9,86.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,29,6,13,Partly Cloudy,59.0,66.0,59.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,29,11,21,Clear,59.0,46.9,71.0,10.813163514338017,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,9,13,Cloudy,77.0,77.0,46.0,13.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,8,15,Partly Cloudy,59.0,69.1,63.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,11,5,9,Mostly Cloudy,57.0,57.0,74.0,7.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,25,9,9,Partly Cloudy,78.0,78.0,52.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,9,11,10,Fog,53.0,53.0,89.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,3,20,Fair,53.0,53.0,80.0,10.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,10,22,Fair,59.0,59.0,67.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,27,2,8,Partly Cloudy,59.0,46.9,34.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,21,1,3,Cloudy,52.0,52.0,77.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,14,1,20,Partly Cloudy,59.0,46.9,90.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,19,12,13,Mostly Cloudy,60.0,60.0,64.0,6.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,2,7,12,Overcast,59.0,73.0,55.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2,10,6,Light Rain,59.0,63.0,93.0,10.813163514338017,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19,2,23,Fair,50.0,50.0,63.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,28,2,6,Clear,39.5,43.0,80.0,5.8,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,15,9,1,Cloudy,63.0,63.0,77.0,15.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,19,4,11,Partly Cloudy,59.0,64.0,52.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,30,8,9,Mostly Cloudy,59.0,64.9,70.0,10.4,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,15,1,11,Cloudy,51.0,51.0,71.0,7.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,12,6,Overcast,59.0,53.1,93.0,10.813163514338017,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,6,12,1,Light Rain,59.0,52.0,74.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,11,9,Partly Cloudy,59.0,61.0,70.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,22,1,7,Rain,59.0,55.9,90.0,8.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,27,1,8,Haze,54.0,54.0,83.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,9,12,Scattered Clouds,59.0,64.0,75.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,6,12,18,Light Rain,60.0,60.0,72.0,16.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,8,15,Partly Cloudy,59.0,70.0,71.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,14,12,22,Mostly Cloudy,53.0,53.0,66.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,30,5,10,Cloudy,57.0,57.0,72.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,1,21,Light Rain,59.0,55.9,80.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,12,13,Partly Cloudy,59.0,55.9,67.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,3,2,8,Mostly Cloudy,59.0,55.0,89.0,19.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,18,2,15,Fair,66.0,66.0,30.0,9.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,30,7,18,Fair,68.0,68.0,63.0,14.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13,12,10,Light Rain,57.0,57.0,87.0,10.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,12,17,Overcast,59.0,52.0,80.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,16,3,7,Light Rain,59.0,48.0,93.0,9.2,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,16,6,17,Partly Cloudy,62.0,62.0,67.0,20.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,30,9,16,Fair / Windy,66.0,66.0,45.0,21.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,21,2,17,Scattered Clouds,59.0,50.0,48.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,13,5,20,Mostly Cloudy,60.0,60.0,75.0,9.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,10,3,22,Mostly Cloudy,63.0,63.0,56.0,3.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,8,11,18,Overcast,59.0,62.1,84.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,12,11,22,Scattered Clouds,59.0,57.9,87.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,3,12,15,Light Rain,59.0,59.0,78.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,8,14,Partly Cloudy,59.0,64.9,63.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,11,11,6,Cloudy,56.0,56.0,80.0,3.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,10,17,Fair / Windy,63.0,63.0,50.0,21.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,30,8,6,Overcast,59.0,61.0,87.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,23,11,0,Mostly Cloudy,59.0,61.0,83.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,26,1,14,Mostly Cloudy,61.0,61.0,72.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,13,10,5,Overcast,59.0,57.9,84.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,19,12,12,Mostly Cloudy,60.0,60.0,64.0,6.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,20,8,21,Partly Cloudy,59.0,59.0,81.0,12.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,13,3,7,Clear,41.0,46.0,61.0,10.4,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,28,7,10,Fair,72.0,72.0,59.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,13,2,22,Light Rain,59.0,59.0,90.0,18.4,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,5,19,Mostly Cloudy,59.0,53.1,93.0,21.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,31,8,11,Scattered Clouds,59.0,64.9,65.0,21.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,17,1,15,Mostly Cloudy,53.0,53.0,61.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,18,11,0,Cloudy,58.0,58.0,90.0,12.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,2,9,Fair,53.0,53.0,74.0,0.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,3,4,Mostly Cloudy,41.3,43.0,82.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,27,11,13,Partly Cloudy,59.0,57.9,62.0,9.2,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,16,1,19,Mostly Cloudy,44.0,46.0,89.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,31,8,20,Fair,72.0,72.0,64.0,12.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,9,19,Partly Cloudy,59.0,60.1,78.0,17.3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,1,12,22,Fair,50.0,50.0,66.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,12,15,Scattered Clouds,59.0,60.1,55.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,10,9,6,Partly Cloudy,59.0,55.0,83.0,10.813163514338017,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,30,9,9,Partly Cloudy,57.0,57.0,74.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,23,6,9,Partly Cloudy,59.0,61.0,62.0,19.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,5,4,16,Overcast,59.0,68.0,24.0,15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,26,1,21,Scattered Clouds,59.0,55.9,69.0,3.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,27,6,13,Mostly Cloudy / Windy,69.0,69.0,53.0,21.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,17,8,13,Partly Cloudy,59.0,68.0,65.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,23,11,5,Clear,59.0,50.0,89.0,3.5,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,19,10,12,Scattered Clouds,59.0,66.0,52.0,4.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,22,11,8,Fair,54.0,54.0,80.0,5.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,9,8,Overcast,59.0,57.0,83.0,5.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,12,12,21,Mostly Cloudy,52.0,52.0,80.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,18,8,21,Partly Cloudy,59.0,57.0,93.0,8.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,13,6,0,Mostly Cloudy,58.0,58.0,75.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,8,2,20,Fair,53.0,53.0,66.0,13.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,14,3,22,Partly Cloudy,59.0,52.0,80.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,22,5,16,Partly Cloudy,59.0,68.0,55.0,20.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,20,9,10,Fair,71.0,71.0,57.0,3.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14,5,14,Mostly Cloudy,66.0,66.0,65.0,13.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,26,10,16,Partly Cloudy,71.0,71.0,53.0,14.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,5,11,8,Fair,56.0,56.0,80.0,0.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,12,6,Light Rain,53.0,53.0,86.0,13.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,22,8,18,Partly Cloudy,59.0,64.9,68.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,25,12,21,Cloudy,57.0,57.0,83.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,7,9,19,Partly Cloudy,59.0,59.0,78.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,23,5,9,Cloudy,59.0,59.0,78.0,10.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,26,6,11,Fair,67.0,67.0,73.0,9.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,27,2,18,Partly Cloudy,59.0,51.1,43.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,24,5,12,Overcast,59.0,62.1,62.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,11,8,16,Partly Cloudy,59.0,66.0,75.0,16.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,24,12,21,Light Rain,59.0,55.0,72.0,19.6,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,15,11,20,Mostly Cloudy,59.0,59.0,67.0,11.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,15,2,19,Mostly Cloudy,59.0,60.1,46.0,21.9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017,8,4,2,Mostly Cloudy,59.0,53.1,96.0,13.8,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,22,3,18,Mostly Cloudy,63.0,63.0,60.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,25,10,9,Mostly Cloudy,59.0,63.0,75.0,20.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
